City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
58,Ponta Do Sol,PT,2021-05-25 00:26:14,32.6667,-17.1,67.01,82,37,5.48
59,Katsuura,JP,2021-05-25 00:26:14,35.1333,140.3,77.23,71,67,2.51
60,Ati,TD,2021-05-25 00:26:14,13.2154,18.3353,83.71,9,73,8.86
61,Baykit,RU,2021-05-25 00:26:15,61.67,96.37,40.48,77,90,11.65
62,Ibotirama,BR,2021-05-25 00:26:15,-12.1853,-43.2206,77.05,39,24,2.3
63,Busselton,AU,2021-05-25 00:26:16,-33.65,115.3333,50.09,70,100,2.71
64,Codrington,AU,2021-05-25 00:26:16,-38.2667,141.9667,65.68,47,100,27.25
65,Puerto Ayora,EC,2021-05-25 00:26:16,-0.7393,-90.3518,74.55,89,50,3.0
66,Coquimbo,CL,2021-05-25 00:26:17,-29.9533,-71.3436,55.13,64,0,2.57
67,Izumo,JP,2021-05-25 00:26:17,35.3667,132.7667,69.75,65,75,8.5
68,San Policarpo,PH,2021-05-25 00:26:17,12.1791,125.5072,82.6,82,88,6.26
69,Hobart,AU,2021-05-25 00:26:18,-42.8794,147.3294,60.22,78,75,1.01
70,Makakilo City,US,2021-05-25 00:26:18,21.3469,-158.0858,82.72,65,75,10.36
71,Bethel,US,2021-05-25 00:26:18,41.3712,-73.414,60.37,61,52,1.99
72,Hermanus,ZA,2021-05-25 00:26:19,-34.4187,19.2345,59.9,78,53,5.26
73,Torbay,CA,2021-05-25 00:26:19,47.6666,-52.7314,32.76,71,20,3.44
74,Destin,US,2021-05-25 00:26:19,30.3935,-86.4958,83.03,63,1,4.61
75,Upernavik,GL,2021-05-25 00:26:19,72.7868,-56.1549,30.87,82,85,9.06
76,Luderitz,NA,2021-05-25 00:26:20,-26.6481,15.1594,66.76,55,100,4.83
77,Aswan,EG,2021-05-25 00:26:20,24.0934,32.907,80.85,16,0,6.42
78,Nikolskoye,RU,2021-05-25 00:26:20,59.7035,30.7861,48.4,87,34,4.12
79,Ahipara,NZ,2021-05-25 00:26:21,-35.1667,173.1667,60.57,63,99,13.8
80,Palmer,US,2021-05-25 00:26:21,42.1584,-72.3287,64.76,52,20,5.01
81,Tuatapere,NZ,2021-05-25 00:26:21,-46.1333,167.6833,45.82,60,7,2.33
82,Riberalta,BO,2021-05-25 00:26:22,-10.9833,-66.1,67.03,94,100,2.06
83,Orlik,RU,2021-05-25 00:26:22,52.5178,99.825,38.01,99,99,5.01
84,Kutum,SD,2021-05-25 00:26:22,14.2,24.6667,75.79,14,61,9.8
85,Jamestown,US,2021-05-25 00:26:23,42.097,-79.2353,73.04,63,90,1.99
86,Otane,NZ,2021-05-25 00:26:23,-39.8833,176.6333,56.01,80,100,11.21
87,Walvis Bay,NA,2021-05-25 00:26:23,-22.9575,14.5053,72.09,35,48,7.31
88,Katherine,AU,2021-05-25 00:26:24,-14.4667,132.2667,82.72,58,73,10.27
89,Mar Del Plata,AR,2021-05-25 00:24:42,-38.0023,-57.5575,57.99,52,0,11.99
90,Lebu,CL,2021-05-25 00:26:24,-37.6167,-73.65,53.87,93,52,5.95
91,Jacobina,BR,2021-05-25 00:26:24,-11.1806,-40.5183,68.68,54,78,1.83
92,Mount Pleasant,US,2021-05-25 00:26:25,32.7941,-79.8626,84.31,73,40,1.01
93,Te Anau,NZ,2021-05-25 00:26:25,-45.4167,167.7167,44.19,59,10,1.34
94,Nanortalik,GL,2021-05-25 00:26:25,60.1432,-45.2371,35.08,99,100,5.57
95,Pryozerne,UA,2021-05-25 00:26:26,45.2698,36.3303,55.81,88,1,11.9
96,Salalah,OM,2021-05-25 00:26:26,17.0151,54.0924,84.29,70,75,4.61
97,Zhigansk,RU,2021-05-25 00:26:26,66.7697,123.3711,50.22,32,98,4.25
98,Ozinki,RU,2021-05-25 00:26:27,51.1786,49.6769,64.69,89,100,13.98
99,Esperance,AU,2021-05-25 00:26:27,-33.8667,121.9,51.64,63,100,16.71
100,Beni,CD,2021-05-25 00:26:27,0.5,29.4667,61.57,99,87,2.21
101,Ola,RU,2021-05-25 00:26:28,59.5833,151.2833,42.1,69,18,5.77
102,Georgetown,MY,2021-05-25 00:26:28,5.4112,100.3354,82.33,85,20,1.99
103,Avarua,CK,2021-05-25 00:26:28,-21.2078,-159.775,84.25,84,40,12.66
104,Mali,GN,2021-05-25 00:26:29,12.079,-12.2982,79.92,29,58,3.27
105,Urdoma,RU,2021-05-25 00:26:29,61.7533,48.5442,51.24,80,71,9.01
106,Bredasdorp,ZA,2021-05-25 00:26:29,-34.5322,20.0403,53.28,87,80,2.89
107,Along,IN,2021-05-25 00:26:29,28.1667,94.7667,73.87,96,88,1.52
108,Emmett,US,2021-05-25 00:26:30,43.8735,-116.4993,69.69,69,100,1.01
109,Lompoc,US,2021-05-25 00:26:30,34.6391,-120.4579,87.78,70,1,11.5
110,Hokitika,NZ,2021-05-25 00:26:30,-42.7167,170.9667,51.91,45,0,3.09
111,Dawei,MM,2021-05-25 00:26:31,14.0833,98.2,76.55,97,100,0.29
112,Hovd,MN,2021-05-25 00:26:31,48.0056,91.6419,56.05,58,34,2.66
113,Norman Wells,CA,2021-05-25 00:26:31,65.282,-126.8329,55.44,44,20,8.05
114,Sao Filipe,CV,2021-05-25 00:26:32,14.8961,-24.4956,72.91,78,3,9.6
115,Bambous Virieux,MU,2021-05-25 00:26:32,-20.3428,57.7575,71.85,77,40,12.82
116,Kapaa,US,2021-05-25 00:26:32,22.0752,-159.319,84.11,69,75,1.01
117,East London,ZA,2021-05-25 00:22:45,-33.0153,27.9116,75.49,36,100,9.93
118,Karasburg,NA,2021-05-25 00:26:33,-28.0167,18.75,61.47,33,94,2.33
119,Cidreira,BR,2021-05-25 00:26:33,-30.1811,-50.2056,56.77,69,0,14.74
120,La Union,PE,2021-05-25 00:26:33,-5.4,-80.75,76.23,63,6,15.97
121,Port Alfred,ZA,2021-05-25 00:26:33,-33.5906,26.891,70.12,50,100,11.01
122,Arraial Do Cabo,BR,2021-05-25 00:26:34,-22.9661,-42.0278,71.38,61,100,20.31
123,Kolondieba,ML,2021-05-25 00:26:34,11.0882,-6.8926,84.63,51,88,5.79
124,Dikson,RU,2021-05-25 00:26:34,73.5069,80.5464,23.05,92,24,6.4
125,Saint-Philippe,RE,2021-05-25 00:26:35,-21.3585,55.7679,71.19,77,65,9.66
126,Bandarbeyla,SO,2021-05-25 00:26:35,9.4942,50.8122,81.23,72,0,14.79
127,Clyde River,CA,2021-05-25 00:26:35,70.4692,-68.5914,23.23,93,90,27.63
128,Labrea,BR,2021-05-25 00:26:36,-7.2586,-64.7981,73.63,98,39,3.53
129,Barrow,US,2021-05-25 00:25:11,71.2906,-156.7887,28.42,80,90,13.8
130,Saint Anthony,US,2021-05-25 00:26:36,45.0205,-93.218,84.22,66,1,10.47
131,Sovetskaya,RU,2021-05-25 00:26:36,44.7769,41.1722,58.44,98,100,6.98
132,Omboue,GA,2021-05-25 00:26:37,-1.5746,9.2618,76.98,94,88,6.44
133,Juneau,US,2021-05-25 00:26:37,58.3019,-134.4197,57.2,84,75,4.03
134,San Francisco,US,2021-05-25 00:26:14,37.7749,-122.4194,87.76,79,20,5.99
135,Port Keats,AU,2021-05-25 00:26:37,-14.25,129.55,79.7,45,55,7.81
136,Mastic Beach,US,2021-05-25 00:26:38,40.7668,-72.8521,58.41,56,1,1.99
137,Portland,US,2021-05-25 00:25:51,45.5234,-122.6762,62.91,90,90,1.99
138,Nome,US,2021-05-25 00:26:38,64.5011,-165.4064,63.1,33,1,13.8
139,Vardo,NO,2021-05-25 00:26:38,70.3705,31.1107,36.32,69,6,5.08
140,Ormara,PK,2021-05-25 00:26:39,25.2088,64.6357,82.81,80,23,13.27
141,Fairbanks,US,2021-05-25 00:23:47,64.8378,-147.7164,72.61,28,1,3.44
142,New Norfolk,AU,2021-05-25 00:26:39,-42.7826,147.0587,59.88,62,100,3.8
143,Odweyne,SO,2021-05-25 00:26:39,9.4092,45.064,71.58,65,13,12.57
144,Bykov,RU,2021-05-25 00:26:40,47.3167,142.55,41.79,97,100,4.07
145,Kaiserslautern,DE,2021-05-25 00:26:40,49.45,7.75,48.38,84,20,3.0
146,Meulaboh,ID,2021-05-25 00:26:40,4.1363,96.1285,77.27,88,83,3.15
147,Curuca,BR,2021-05-25 00:26:40,-0.7289,-47.8481,76.28,92,90,5.64
148,Nadym,RU,2021-05-25 00:26:41,65.5333,72.5167,37.6,51,100,7.78
149,Saint-Augustin,CA,2021-05-25 00:26:41,51.226,-58.6502,44.74,50,76,9.48
150,Barabinsk,RU,2021-05-25 00:26:41,55.3571,78.357,59.59,73,42,7.85
151,Provideniya,RU,2021-05-25 00:26:42,64.3833,-173.3,41.11,65,0,22.37
152,Bonfim,BR,2021-05-25 00:26:42,3.0833,-59.95,78.39,86,100,6.51
153,Vostok,RU,2021-05-25 00:26:42,46.4856,135.8833,49.28,74,89,4.88
154,Laurel,US,2021-05-25 00:26:43,39.0993,-76.8483,60.94,93,90,1.99
155,Vao,NC,2021-05-25 00:26:43,-22.6667,167.4833,71.42,60,5,18.95
156,Inhambane,MZ,2021-05-25 00:26:43,-23.865,35.3833,68.11,59,47,4.25
157,Kahului,US,2021-05-25 00:26:43,20.8947,-156.47,83.46,61,40,9.22
158,Baruun-Urt,MN,2021-05-25 00:26:44,46.6806,113.2792,46.44,37,97,9.37
159,Vegreville,CA,2021-05-25 00:26:44,53.5001,-112.0518,57.15,71,100,21.85
160,Faanui,PF,2021-05-25 00:26:44,-16.4833,-151.75,80.94,76,94,9.4
161,Huilong,CN,2021-05-25 00:26:45,31.8111,121.655,75.97,73,85,12.21
162,Cherskiy,RU,2021-05-25 00:26:45,68.75,161.3,50.95,37,27,11.86
163,Paamiut,GL,2021-05-25 00:26:45,61.994,-49.6678,31.3,95,100,28.34
164,Nantucket,US,2021-05-25 00:21:53,41.2835,-70.0995,55.09,62,1,9.22
165,Yatou,CN,2021-05-25 00:26:46,37.15,122.3833,61.56,55,24,12.21
166,Salitrillo,MX,2021-05-25 00:26:46,19.4333,-99.85,71.65,56,88,2.64
167,Bermeo,ES,2021-05-25 00:26:47,43.4209,-2.7215,56.48,81,47,13.71
168,Pouembout,NC,2021-05-25 00:26:47,-21.1333,164.9,75.4,52,25,13.53
169,Castro,BR,2021-05-25 00:26:47,-24.7911,-50.0119,45.66,69,90,1.52
170,Guerrero Negro,MX,2021-05-25 00:26:48,27.9769,-114.0611,69.42,59,2,15.95
171,Alyangula,AU,2021-05-25 00:26:48,-13.8483,136.4192,82.27,71,94,14.27
172,Ovalle,CL,2021-05-25 00:26:48,-30.5983,-71.2003,64.15,39,0,1.95
173,Svetlogorsk,BY,2021-05-25 00:26:48,52.6333,29.7333,48.38,86,43,3.87
174,Kabinda,CD,2021-05-25 00:26:49,-6.1333,24.4833,65.16,57,8,4.36
175,Itarema,BR,2021-05-25 00:26:49,-2.9248,-39.9167,79.99,79,87,12.71
176,Atuona,PF,2021-05-25 00:26:49,-9.8,-139.0333,80.08,75,12,18.61
177,Anadyr,RU,2021-05-25 00:26:50,64.75,177.4833,50.5,53,0,16.4
178,Bud,US,2021-05-25 00:26:50,39.447,-86.1758,83.05,74,97,6.15
179,Kamaishi,JP,2021-05-25 00:26:50,39.2667,141.8833,68.95,80,100,4.88
180,Sao Miguel Do Araguaia,BR,2021-05-25 00:26:51,-13.275,-50.1628,80.49,48,87,5.14
181,Kedgwick,CA,2021-05-25 00:26:51,47.6446,-67.3434,46.31,63,84,4.32
182,Orange,US,2021-05-25 00:26:51,33.7,-117.7675,97.05,33,20,3.0
183,Gamba,GA,2021-05-25 00:26:51,-2.65,10.0,77.31,92,100,4.72
184,Fortuna,US,2021-05-25 00:26:52,40.5982,-124.1573,72.43,65,20,5.99
185,Umarizal,BR,2021-05-25 00:26:52,-5.9906,-37.8144,75.27,82,100,2.15
186,Lagoa,PT,2021-05-25 00:26:52,39.05,-27.9833,61.81,72,100,17.69
187,Qasigiannguit,GL,2021-05-25 00:26:53,68.8193,-51.1922,44.85,41,100,28.41
188,Faro,PT,2021-05-25 00:24:50,37.0194,-7.9322,62.38,55,0,16.11
189,Qaanaaq,GL,2021-05-25 00:26:53,77.484,-69.3632,30.13,73,6,7.02
190,Maragogi,BR,2021-05-25 00:26:53,-9.0122,-35.2225,76.23,74,80,6.44
191,Mehamn,NO,2021-05-25 00:26:54,71.0357,27.8492,35.38,74,46,4.18
192,Bougouni,ML,2021-05-25 00:26:54,11.417,-7.479,87.21,44,75,6.33
193,Kurdzhinovo,RU,2021-05-25 00:26:54,43.9884,40.9552,56.57,99,86,1.95
194,Ostrovnoy,RU,2021-05-25 00:26:55,68.0531,39.5131,33.06,74,93,14.52
195,Pevek,RU,2021-05-25 00:26:55,69.7008,170.3133,33.24,86,100,3.33
196,Batticaloa,LK,2021-05-25 00:26:55,7.7102,81.6924,79.81,75,100,8.37
197,Palauig,PH,2021-05-25 00:26:55,15.435,119.9045,85.21,62,23,2.8
198,Monteagudo,BO,2021-05-25 00:26:56,-19.8167,-63.9833,51.39,73,79,2.06
199,Khatanga,RU,2021-05-25 00:26:56,71.9667,102.5,32.04,99,100,3.33
200,Saint-Georges,GD,2021-05-25 00:24:18,12.0564,-61.7485,80.28,78,20,11.5
201,Zhaodong,CN,2021-05-25 00:26:56,46.0833,125.9833,59.02,27,11,12.44
202,Kapiri Mposhi,ZM,2021-05-25 00:26:57,-13.9652,28.6809,49.62,90,11,5.12
203,Coihaique,CL,2021-05-25 00:26:57,-45.5752,-72.0662,40.95,65,40,4.61
204,Kelo,TD,2021-05-25 00:26:57,9.3086,15.8066,87.91,28,95,4.83
205,Grootfontein,NA,2021-05-25 00:26:58,-19.5667,18.1167,45.97,76,0,2.3
206,Erzin,TR,2021-05-25 00:26:58,36.9559,36.2,70.52,62,0,2.93
207,Bengkulu,ID,2021-05-25 00:26:58,-3.8004,102.2655,76.53,89,90,3.13
208,Ketchikan,US,2021-05-25 00:26:59,55.3422,-131.6461,59.47,44,40,11.5
209,Murgab,TM,2021-05-25 00:26:59,37.4966,61.9714,75.07,15,90,2.01
210,Opunake,NZ,2021-05-25 00:26:59,-39.4556,173.8583,55.35,62,84,24.65
211,Naze,JP,2021-05-25 00:27:00,28.3667,129.4833,72.52,73,92,5.48
212,Kattivakkam,IN,2021-05-25 00:24:02,13.2167,80.3167,87.08,64,99,14.83
213,Saint-Pierre,RE,2021-05-25 00:27:00,-21.3393,55.4781,71.28,68,0,16.11
214,Kodiak,US,2021-05-25 00:23:57,57.79,-152.4072,54.91,54,1,5.75
215,Isabela,PH,2021-05-25 00:27:00,6.7085,121.9711,84.25,74,99,3.29
216,Iqaluit,CA,2021-05-25 00:27:01,63.7506,-68.5145,22.69,57,75,13.0
217,Ravenna,IT,2021-05-25 00:27:01,44.4167,11.9833,60.96,92,95,7.81
218,Daru,PG,2021-05-25 00:27:01,-9.0763,143.2092,80.38,77,80,17.11
219,San Quintin,MX,2021-05-25 00:27:02,30.4833,-115.95,67.1,65,3,12.37
220,Namibe,AO,2021-05-25 00:27:02,-15.1961,12.1522,74.28,60,7,4.47
221,Bilma,NE,2021-05-25 00:27:02,18.6853,12.9164,88.77,9,0,9.55
222,Nemuro,JP,2021-05-25 00:27:03,43.3236,145.575,61.23,90,32,10.42
223,Poum,NC,2021-05-25 00:27:03,-20.2333,164.0167,74.17,59,10,17.83
224,Assiniboia,CA,2021-05-25 00:27:03,49.6334,-105.9845,57.11,65,100,24.2
225,Puerto Madryn,AR,2021-05-25 00:26:59,-42.7692,-65.0385,52.29,41,19,29.84
226,Asyut,EG,2021-05-25 00:27:04,27.181,31.1837,71.78,26,0,8.25
227,Liusha,CN,2021-05-25 00:27:04,27.2098,108.59,59.61,95,100,0.16
228,Spearfish,US,2021-05-25 00:27:04,44.4908,-103.8594,73.85,16,1,15.99
229,Padang,ID,2021-05-25 00:27:05,-0.9492,100.3543,75.25,84,82,3.8
230,Kruisfontein,ZA,2021-05-25 00:27:05,-34.0033,24.7314,58.89,64,98,4.16
231,Waipawa,NZ,2021-05-25 00:27:05,-41.4122,175.5153,50.31,68,91,11.79
232,Adre,TD,2021-05-25 00:27:05,13.4667,22.2,78.78,11,43,6.64
233,Bumba,CD,2021-05-25 00:27:06,2.1833,22.4667,72.28,87,82,2.33
234,Manavalakurichi,IN,2021-05-25 00:27:06,8.1333,77.3,84.29,83,100,11.07
235,Husavik,IS,2021-05-25 00:27:06,66.0449,-17.3389,42.71,82,61,4.97
236,Batesville,US,2021-05-25 00:27:07,35.7698,-91.641,82.63,60,1,3.89
237,Lavrentiya,RU,2021-05-25 00:27:07,65.5833,-171.0,35.51,86,77,12.91
238,Mackay,AU,2021-05-25 00:27:07,-21.15,149.2,74.68,78,75,13.8
239,Beyneu,KZ,2021-05-25 00:27:08,45.3167,55.2,77.9,20,1,4.5
240,Amahai,ID,2021-05-25 00:27:08,-3.3333,128.9167,80.38,81,99,3.13
241,Casino,AU,2021-05-25 00:27:08,-28.8667,153.05,66.15,72,99,3.44
242,Ilulissat,GL,2021-05-25 00:27:08,69.2167,-51.1,44.62,31,75,25.32
243,Hambantota,LK,2021-05-25 00:27:09,6.1241,81.1185,77.34,84,75,22.17
244,Puerto Ayacucho,VE,2021-05-25 00:27:09,5.6639,-67.6236,77.38,93,99,2.33
245,Naliya,IN,2021-05-25 00:27:09,23.2667,68.8333,81.79,79,5,15.26
246,Isangel,VU,2021-05-25 00:27:10,-19.55,169.2667,77.11,54,20,12.44
247,Bairiki,KI,2021-05-25 00:27:10,1.3292,172.9752,78.8,75,90,4.18
248,Khandyga,RU,2021-05-25 00:27:10,62.6667,135.6,56.71,45,100,5.28
249,Viransehir,TR,2021-05-25 00:25:15,37.2353,39.7631,65.88,45,29,8.68
250,San Patricio,US,2021-05-25 00:27:11,28.017,-97.5169,82.38,77,43,14.18
251,Aksarka,RU,2021-05-25 00:27:11,66.5606,67.7975,36.43,53,100,8.1
252,Chapais,CA,2021-05-25 00:27:11,49.7834,-74.8492,58.78,39,9,8.7
253,Udachnyy,RU,2021-05-25 00:24:13,66.4167,112.4,49.26,40,87,6.29
254,Camacha,PT,2021-05-25 00:27:12,33.0833,-16.3333,63.54,72,75,14.97
255,The Valley,AI,2021-05-25 00:26:21,18.217,-63.0578,82.26,79,21,15.12
256,Sal Rei,CV,2021-05-25 00:26:24,16.1833,-22.9167,70.61,81,65,17.72
257,Cordoba,AR,2021-05-25 00:25:02,-31.4135,-64.1811,56.75,43,0,5.08
258,Omsukchan,RU,2021-05-25 00:27:12,62.5333,155.8,38.12,78,99,5.75
259,Mmabatho,ZA,2021-05-25 00:27:13,-25.85,25.6333,44.56,64,25,4.23
260,La Ronge,CA,2021-05-25 00:27:13,55.1001,-105.2842,46.65,93,90,10.36
261,Xuddur,SO,2021-05-25 00:27:13,4.1213,43.8894,69.51,83,20,15.64
262,Mikuni,JP,2021-05-25 00:27:14,36.2171,136.1519,64.31,76,85,3.31
263,Yukhnov,RU,2021-05-25 00:27:14,54.7444,35.2297,44.87,95,32,4.36
264,Suchiapa,MX,2021-05-25 00:27:15,16.6167,-93.0833,84.52,61,90,11.5
265,Sibolga,ID,2021-05-25 00:27:15,1.7427,98.7792,77.18,89,70,2.68
266,Haines Junction,CA,2021-05-25 00:27:15,60.7522,-137.5108,46.35,76,100,10.36
267,Khani,GE,2021-05-25 00:27:16,41.9563,42.9566,47.77,96,81,1.3
268,Suzzara,IT,2021-05-25 00:27:16,44.9919,10.7431,58.19,97,96,6.55
269,Pulandian,CN,2021-05-25 00:27:17,39.3953,121.9669,66.33,28,45,14.12
270,Aljezur,PT,2021-05-25 00:27:17,37.3191,-8.8033,54.82,75,2,14.41
271,Usinsk,RU,2021-05-25 00:27:17,65.9939,57.5281,41.27,50,100,14.54
272,Myingyan,MM,2021-05-25 00:27:18,21.4667,95.3833,82.65,63,84,14.9
273,Maningrida,AU,2021-05-25 00:27:18,-12.0667,134.2667,79.32,70,100,12.86
274,Kaligutan,PH,2021-05-25 00:27:18,7.7031,125.8131,82.83,88,100,3.11
275,Obihiro,JP,2021-05-25 00:26:08,42.9172,143.2044,58.41,88,75,4.61
276,Port Moresby,PG,2021-05-25 00:27:19,-9.4431,147.1797,83.62,58,40,11.5
277,Panique,PH,2021-05-25 00:27:19,12.4797,122.0153,84.61,72,45,7.58
278,Chokurdakh,RU,2021-05-25 00:27:19,70.6333,147.9167,34.57,100,75,3.62
279,Rosetta,EG,2021-05-25 00:27:19,31.4044,30.4164,69.62,81,0,8.48
280,Pontian Kecil,MY,2021-05-25 00:27:20,1.4801,103.3899,86.38,85,95,4.03
281,Narsaq,GL,2021-05-25 00:27:20,60.9167,-46.05,46.62,62,100,4.29
282,Aklavik,CA,2021-05-25 00:27:21,68.2191,-135.0107,50.72,60,74,10.04
283,Praia Da Vitoria,PT,2021-05-25 00:27:21,38.7333,-27.0667,63.75,72,40,15.97
284,Clifton,US,2021-05-25 00:27:21,40.8584,-74.1638,61.61,54,90,1.99
285,Maceio,BR,2021-05-25 00:24:02,-9.6658,-35.7353,72.84,72,0,8.5
286,Dingle,PH,2021-05-25 00:27:22,10.9995,122.6711,83.88,72,77,4.29
287,Mulleriyawa,LK,2021-05-25 00:27:22,6.933,79.9297,78.84,87,100,13.82
288,Enterprise,US,2021-05-25 00:27:22,36.0252,-115.2419,87.78,15,1,8.01
289,Umm Lajj,SA,2021-05-25 00:27:22,25.0213,37.2685,80.51,52,0,11.77
290,Talavera De La Reina,ES,2021-05-25 00:27:23,39.9635,-4.8308,54.63,70,5,3.11
291,Harper,LR,2021-05-25 00:27:23,4.375,-7.7169,79.92,85,74,8.41
292,Nieuw Amsterdam,SR,2021-05-25 00:27:24,5.8833,-55.0833,78.82,92,75,7.92
293,Halifax,CA,2021-05-25 00:24:03,44.6453,-63.5724,48.09,72,6,4.0
294,Lorengau,PG,2021-05-25 00:27:24,-2.0226,147.2712,82.17,85,98,15.19
295,Adrar,MR,2021-05-25 00:27:24,20.5022,-10.0711,89.62,17,39,19.66
296,Kavieng,PG,2021-05-25 00:27:25,-2.5744,150.7967,81.36,85,99,10.31
297,Tarko-Sale,RU,2021-05-25 00:27:25,64.9225,77.785,33.01,66,95,1.99
