City_ID,City,Country,Lat,Lng,Max Temp,Current_Description,Hotel Name
468,Yantal,RU,56.8471,105.2542,55.74,scattered clouds,
470,Jumla,NP,29.2747,82.1838,54.68,scattered clouds,"अन्नी घर, जुम्ला - Anni Ghar"
472,Crotone,IT,39.0851,17.1178,59.94,overcast clouds,Helios Hotel
473,Mwinilunga,ZM,-11.7358,24.4293,60.42,broken clouds,Kwakuwahi Lodge
475,Da Lat,VN,11.9465,108.4419,60.96,overcast clouds,Khách Sạn Dragon King I
477,Fuxin,CN,42.0156,121.6589,55.85,clear sky,Xinya International Hotel
479,Montepuez,MZ,-13.1256,38.9997,70.32,overcast clouds,PembaAparthotel
480,Belyy Yar,RU,53.6039,91.3903,55.29,clear sky,Pasportnyy Stol
483,Copiapo,CL,-27.3667,-70.3333,58.69,clear sky,San Francisco de La Selva
484,Sechura,PE,-5.5569,-80.8222,76.84,broken clouds,Hospedaje Costa Bella
485,Marsh Harbour,BS,26.5412,-77.0636,78.12,overcast clouds,Abaco Beach Resort
489,Solana,PH,17.7,121.6667,79.27,overcast clouds,
490,Lewistown,US,40.5992,-77.5714,75.97,broken clouds,Quality Inn & Suites
491,Partizansk,RU,43.1258,133.1339,52.07,light rain,"Отель ""Ажур"""
493,Geelong,AU,-38.1471,144.3607,54.46,overcast clouds,Admiralty Inn
497,Saint-Francois,FR,46.4154,3.9054,67.48,broken clouds,Manoir Du Bonheur
498,Mitsamiouli,KM,-11.3847,43.2844,78.21,overcast clouds,Foyer ADM
499,Koulamoutou,GA,-1.1303,12.4736,72.59,moderate rain,Motel Bouenguidi
501,Hambantota,LK,6.1241,81.1185,79.9,overcast clouds,Bungalow 63
502,Ambilobe,MG,-13.2,49.05,74.23,overcast clouds,Hôtel & Restaurant DIANA Ambilobe
