City_ID,City,Country,Lat,Lng,Max Temp,Current_Description,Hotel Name
504,Zerbst,DE,51.9667,12.0833,66.88,few clouds,Sporthotel Wallwitz
507,Santo Domingo,DO,18.5001,-69.9886,78.48,broken clouds,Cabañas City Heart
508,Dunedin,NZ,-45.8742,170.5036,48.79,clear sky,Scenic Hotel Southern Cross
509,Port Hardy,CA,50.6996,-127.4199,59.18,broken clouds,Airport Inn
510,Mondlo,ZA,-27.983,30.7177,47.8,overcast clouds,KwaXaba
511,Jiaohe,CN,43.7286,127.3447,54.0,moderate rain,Home Inn Fashion Hotel
512,Yenagoa,NG,4.9247,6.2642,77.61,overcast clouds,Aridolf Resort Wellness and Spa
513,Kurilsk,RU,45.2333,147.8833,43.43,scattered clouds,City of Kurilsk
514,Neiafu,TO,-18.65,-173.9833,74.08,light rain,Mystic Sands Beachfront Accommodation
515,Rawson,AR,-43.3002,-65.1023,49.96,overcast clouds,Hosteria Sampedro
516,Tonneins,FR,44.3921,0.3124,73.62,scattered clouds,Hôtel Des Fleurs SARL FLOWERS
517,Prince Rupert,CA,54.3161,-130.3201,59.09,moderate rain,Crest Hotel
519,Tunceli,TR,39.1083,39.5471,63.46,scattered clouds,Grand Hotel Şaroğlu
522,Sayyan,YE,15.1718,44.3244,67.6,overcast clouds,متنزه و بحيرة سيان
523,Kastamonu,TR,41.5,33.6667,45.91,overcast clouds,
524,Senno,RU,59.5336,33.9167,51.26,clear sky,
525,Los Llanos De Aridane,ES,28.6585,-17.9182,65.95,few clouds,Valle Aridane
526,Sedalia,US,38.7045,-93.2283,73.09,overcast clouds,Best Western State Fair Inn
528,Mildura,AU,-34.2,142.15,53.56,overcast clouds,Mercure Hotel Mildura
530,Quesnel,CA,52.9999,-122.5029,75.7,clear sky,Ramada by Wyndham Quesnel
531,Gambela,ET,8.25,34.5833,71.24,moderate rain,Solomon Debebe Hotel
532,Kuminskiy,RU,58.6667,66.5667,44.26,scattered clouds,
535,Changping,CN,40.2186,116.2197,66.51,overcast clouds,Huachang Hotel
537,Kyshtovka,RU,56.555,76.6271,51.17,overcast clouds,Uyutnaya Mini-Hotel
538,Can,TR,40.0333,27.0524,59.29,few clouds,Can Ogretmenevi
539,Turka,UA,49.1541,23.0297,51.26,overcast clouds,Мотель
540,Lakatoro,VU,-16.0999,167.4164,73.31,broken clouds,Lakatoro Palm Lodge
541,Dongtai,CN,32.8523,120.3095,66.97,overcast clouds,Super 8 Dongtai South Hailing Road
542,Moerai,PF,-22.4333,-151.3333,77.41,overcast clouds,Le Manotel
543,Freeport,US,40.6576,-73.5832,77.58,clear sky,The Freeport Inn and Marina
544,Salice Salentino,IT,40.387,17.9607,69.46,few clouds,Bed and Breakfast Babel
545,Teguise,ES,29.0605,-13.564,68.22,few clouds,B&B La Casona de Nazaret
546,Srednekolymsk,RU,67.45,153.6833,61.43,scattered clouds,
547,Constitucion,CL,-35.3333,-72.4167,63.21,few clouds,Hotel Boutique Las Azucenas
549,Mursalimkino,RU,55.0379,58.5585,55.92,moderate rain,
550,Solnechnyy,RU,50.7214,136.6319,47.28,broken clouds,Hotel complex Pastoral
551,Bata,GQ,1.8639,9.7658,76.86,scattered clouds,Hotel Elik Melen
552,Salamanca,ES,40.8333,-6.0,67.78,clear sky,Palacio Carrascalino
553,Juneau,US,58.3019,-134.4197,53.65,moderate rain,"Baranof Downtown, Bw Signature Collection"
554,Margate,GB,51.3813,1.3862,72.18,few clouds,Premier Inn Margate hotel
556,Greystones,IE,53.1408,-6.0631,65.26,overcast clouds,Glenview Hotel and Leisure Club
558,Xian,CN,34.2583,108.9286,65.21,overcast clouds,Grand New World Hotel
559,Muhos,FI,64.808,25.9931,59.9,overcast clouds,Montta - active camping / campsite Montan
561,Nikel,RU,69.4128,30.221999999999998,64.58,clear sky,Severnoe Siyanie
562,Shiyan,CN,32.6475,110.7781,67.33,light rain,Fenghuang Garden Holiday Hotel
563,Hamina,FI,60.5697,27.1979,63.68,scattered clouds,SpaHotel Hamina
564,Tukrah,LY,32.5341,20.5791,72.05,broken clouds,Lokta restaurant
565,Xifeng,CN,42.7372,124.7222,52.57,overcast clouds,Home Inn Hotel
566,Roros,NO,62.5747,11.3842,69.64,clear sky,Erzscheidergården
568,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,79.83,clear sky,Crôa Mares Hotel
569,Nuuk,GL,64.1835,-51.7216,41.61,broken clouds,Vandrehuset
570,Putina,PE,-15.4667,-69.4333,47.88,few clouds,Hotel Isla Suasi
571,Harihar,IN,14.5167,75.8,78.6,overcast clouds,Vinay cs
575,Kemin,KG,42.7846,75.6892,64.18,clear sky,Hotel Kok-Oirok
576,Camacha,PT,33.0833,-16.3333,62.02,scattered clouds,Hotel Porto Santo & Spa
577,Shingu,JP,33.7333,135.9833,62.91,scattered clouds,Shingu UI Hotel
579,Naze,JP,28.3667,129.4833,73.26,overcast clouds,奄美ポートタワーホテル
580,Volosovo,RU,59.4333,29.4833,59.56,light rain,Nairi
582,Novaya Ladoga,RU,60.1025,32.3019,54.0,broken clouds,База Отдыха Горизонт
584,Store Heddinge,DK,55.3097,12.3889,62.67,clear sky,Vangeled Gaard B&B
585,Marystown,CA,47.1666,-55.1483,55.76,few clouds,Marystown Hotel & Convention Centre
586,Linhares,BR,-19.3911,-40.0722,79.21,broken clouds,Hotel Conceição
588,Leh,IN,34.1667,77.5833,50.13,overcast clouds,Hotel Ladakh Greens
589,Tsilna,RU,54.5953,48.1414,56.75,overcast clouds,
591,Cairns,AU,-16.9167,145.7667,66.15,scattered clouds,Mantra Trilogy Cairns
592,Bayburt,TR,40.2589,40.2278,47.16,moderate rain,Bayburt Otel Konaklama
593,Mount Gambier,AU,-37.8333,140.7667,44.51,overcast clouds,Commodore on the Park
597,Rabaul,PG,-4.1967,152.1721,78.53,broken clouds,Rabaul Hotel
598,Huarmey,PE,-10.0681,-78.1522,70.7,overcast clouds,Hotel Miramar
599,Dzhebariki-Khaya,RU,62.2167,135.8,48.7,light rain,
600,Joigny,FR,47.9829,3.4010000000000002,69.31,light rain,La Côte Saint Jacques & Spa
601,Rocha,UY,-34.4833,-54.3333,56.32,few clouds,Beleza Pura B&B
602,Teya,RU,60.3778,92.6267,54.7,overcast clouds,
603,Cap Malheureux,MU,-19.9842,57.6142,76.46,broken clouds,Pereybere Hotel & Spa
604,Kroya,ID,-7.6331,109.2461,76.19,few clouds,RUSTANTO Fam
605,Kasongo,CD,-4.45,26.6667,72.61,overcast clouds,Guest Hôtel
606,Alugan,PH,12.2188,125.4808,77.56,overcast clouds,JM Lodge
607,Mindelo,CV,16.8901,-24.9804,76.55,scattered clouds,Hotel Gaudi
610,Akdagmadeni,TR,39.6603,35.8836,46.13,clear sky,Hanedan Otel
611,Nyurba,RU,63.2842,118.3319,56.01,broken clouds,Gostinitsa Alrosa
612,Klooga,EE,59.3197,24.2114,59.29,broken clouds,Jaani Country house
613,Vilyuysk,RU,63.7553,121.6247,55.09,overcast clouds,Gostinitsa Viliuisk
615,Owando,CG,-0.4819,15.8999,74.26,light rain,Exaunel Hotel Owando
618,Tabou,CI,4.423,-7.3528,79.95,scattered clouds,hotêl doufoulougou
623,Mawlaik,MM,23.6333,94.4167,78.37,broken clouds,AKZ Guest House
626,Arzakan,AM,40.45,44.6065,62.38,clear sky,"Park Resort Aghveran, Парк Резорт Агверан"
627,Lorengau,PG,-2.0226,147.2712,77.4,overcast clouds,Lorengau Harbourside Hotel
628,Bani Walid,LY,31.7566,13.9942,75.9,overcast clouds,منزل الصابر أبوفانة
629,Nantucket,US,41.2835,-70.0995,74.97,clear sky,Jared Coffin House
630,Hvide Sande,DK,56.0045,8.1294,61.38,broken clouds,Hvide Sande Hotel
633,Kissidougou,GN,9.1848,-10.0999,78.94,overcast clouds,Hôtel Mantis
634,Whyalla,AU,-33.0333,137.5833,51.69,broken clouds,Foreshore Motor Inn
636,Karratha,AU,-20.7377,116.8463,70.36,overcast clouds,ibis Styles Karratha
637,Willowmore,ZA,-33.2926,23.4895,52.72,overcast clouds,Jumper's Place
640,Huamachuco,PE,-7.8,-78.0667,61.88,overcast clouds,Hotel Mama Wasi
641,Severnyy,RU,50.677,36.5532,62.64,light rain,Full House North Mini-Hotel
643,Kiunga,PG,-6.1219,141.2906,73.38,overcast clouds,Airport Lodge Kiunga
644,Charters Towers,AU,-20.1,146.2667,59.97,broken clouds,Cattleman's Rest Motor Inn
647,Bloemfontein,ZA,-29.1211,26.214000000000002,47.68,clear sky,aha Bloemfontein Hotel
648,Baymak,RU,52.5933,58.3225,58.53,overcast clouds,Sakmar
649,Necochea,AR,-38.5473,-58.7368,52.3,overcast clouds,dyd -mar Hotel
650,Pouembout,NC,-21.1333,164.9,66.63,overcast clouds,Camping de Tipenga
651,Tisul,RU,55.7611,88.3122,60.8,overcast clouds,Gostinitsa
654,Sandnessjoen,NO,66.0217,12.6316,73.92,clear sky,Syv Søstre Apartments
655,Tabuk,PH,17.4189,121.4443,77.67,overcast clouds,Golden Berries Hotel and Convention
657,Moose Factory,CA,51.2585,-80.6094,75.2,clear sky,Moosonee Lilypad
659,Les Escoumins,CA,48.1111,-69.0236,68.56,broken clouds,
660,Harper,LR,4.375,-7.7169,79.9,few clouds,Screensaver
662,Cuxhaven,DE,53.8718,8.6909,62.1,clear sky,Best Western Hotel Das Donners
663,Camana,PE,-16.6228,-72.7111,67.26,scattered clouds,Hostal Morales
664,Lastoursville,GA,-0.8143,12.7287,74.03,light rain,Auberge Bon Coin 02
665,Salme,NP,28.0369,85.0942,62.89,clear sky,
666,Marsabit,KE,2.3284,37.9899,70.11,overcast clouds,Chicho Hotel
667,Townsville,AU,-19.25,146.8,67.08,overcast clouds,Rydges Southbank Townsville
668,Ahipara,NZ,-35.1667,173.1667,56.55,overcast clouds,Ahipara Holiday Park
670,Letka,RU,59.6011,49.4232,44.64,clear sky,"Gostinitsa Letka, Shinomontazh"
672,Bundaberg,AU,-24.85,152.35,67.21,overcast clouds,Takalvan Motel
674,Penzance,GB,50.1186,-5.5371,61.81,overcast clouds,Artist Residence Penzance
675,Belaya Gora,RU,68.5333,146.4167,58.24,clear sky,
676,Tawang,IN,27.5833,91.8667,52.88,broken clouds,Hotel Mount View
677,Rehoboth,,-23.3167,17.0833,50.68,clear sky,Noble Luminous Accommodation
